,GeoName,ComponentName,IndustryClassification,Description,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
23358,Louisiana,Taxes on production and imports,326,Plastics and rubber products manufacturing,5.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,0.0
23359,Louisiana,Taxes on production and imports,42,Wholesale trade,2218.0,2348.0,2529.0,2657.0,2538.0,2295.0,2336.0,2571.0,2632.0,2620.0,0.0
23360,Louisiana,Taxes on production and imports,44-45,Retail trade,3013.0,3184.0,3992.0,4266.0,3964.0,3561.0,3574.0,3735.0,3699.0,3522.0,0.0
23362,Louisiana,Taxes on production and imports,481,Air transportation,76.0,73.0,55.0,74.0,77.0,75.0,70.0,84.0,83.0,102.0,0.0
23363,Louisiana,Taxes on production and imports,482,Rail transportation,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,13.0,14.0,0.0
23364,Louisiana,Taxes on production and imports,483,Water transportation,49.0,58.0,71.0,74.0,61.0,66.0,67.0,71.0,78.0,92.0,0.0
23365,Louisiana,Taxes on production and imports,484,Truck transportation,112.0,122.0,135.0,135.0,134.0,136.0,133.0,142.0,146.0,149.0,0.0
23366,Louisiana,Taxes on production and imports,485,Transit and ground passenger transportation,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,0.0
23367,Louisiana,Taxes on production and imports,486,Pipeline transportation,41.0,50.0,53.0,57.0,62.0,67.0,76.0,84.0,83.0,96.0,0.0
23368,Louisiana,Taxes on production and imports,"487-488, 492",Other transportation and support activities,20.0,18.0,19.0,30.0,23.0,26.0,26.0,26.0,27.0,28.0,0.0
23369,Louisiana,Taxes on production and imports,493,Warehousing and storage,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0
23371,Louisiana,Taxes on production and imports,511,"Publishing industries, except Internet (includes software)",20.0,22.0,25.0,24.0,22.0,19.0,18.0,18.0,18.0,19.0,0.0
23372,Louisiana,Taxes on production and imports,512,Motion picture and sound recording industries,131.0,167.0,220.0,314.0,299.0,248.0,297.0,299.0,325.0,374.0,0.0
23373,Louisiana,Taxes on production and imports,"515, 517",Broadcasting and telecommunications,623.0,602.0,577.0,570.0,479.0,429.0,404.0,414.0,408.0,344.0,0.0
23374,Louisiana,Taxes on production and imports,"518, 519","Data processing, internet publishing, and other information services",2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,0.0
23377,Louisiana,Taxes on production and imports,521-522,"Federal Reserve banks, credit intermediation, and related services",57.0,63.0,67.0,70.0,73.0,93.0,93.0,89.0,98.0,97.0,0.0
23378,Louisiana,Taxes on production and imports,523,"Securities, commodity contracts, and investments",32.0,54.0,64.0,62.0,67.0,69.0,65.0,62.0,60.0,58.0,0.0
23380,Louisiana,Taxes on production and imports,525,"Funds, trusts, and other financial vehicles",7.0,8.0,12.0,14.0,26.0,29.0,27.0,31.0,6.0,7.0,0.0
23382,Louisiana,Taxes on production and imports,531,Real estate,840.0,919.0,957.0,998.0,1020.0,1139.0,1166.0,1218.0,1319.0,1336.0,0.0
23383,Louisiana,Taxes on production and imports,532-533,Rental and leasing services and lessors of intangible assets,363.0,392.0,498.0,534.0,431.0,403.0,441.0,495.0,540.0,496.0,0.0
23386,Louisiana,Taxes on production and imports,5411,Legal services,6.0,17.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,13.0,0.0
23387,Louisiana,Taxes on production and imports,5415,Computer systems design and related services,8.0,10.0,12.0,13.0,10.0,10.0,9.0,9.0,10.0,9.0,0.0
23388,Louisiana,Taxes on production and imports,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",41.0,50.0,62.0,70.0,70.0,72.0,71.0,72.0,74.0,74.0,0.0
23389,Louisiana,Taxes on production and imports,55,Management of companies and enterprises,53.0,66.0,74.0,78.0,97.0,76.0,63.0,57.0,55.0,56.0,0.0
23391,Louisiana,Taxes on production and imports,561,Administrative and support services,34.0,37.0,50.0,52.0,43.0,40.0,39.0,39.0,40.0,38.0,0.0
23392,Louisiana,Taxes on production and imports,562,Waste management and remediation services,14.0,18.0,24.0,21.0,18.0,20.0,24.0,23.0,25.0,23.0,0.0
23394,Louisiana,Taxes on production and imports,61,Educational services,33.0,35.0,37.0,39.0,41.0,49.0,51.0,54.0,55.0,57.0,0.0
23396,Louisiana,Taxes on production and imports,621,Ambulatory health care services,53.0,55.0,57.0,64.0,55.0,59.0,60.0,61.0,62.0,62.0,0.0
23397,Louisiana,Taxes on production and imports,622-623,Hospitals and nursing and residential care facilities,96.0,104.0,105.0,114.0,105.0,116.0,119.0,123.0,129.0,131.0,0.0
23398,Louisiana,Taxes on production and imports,624,Social assistance,13.0,13.0,14.0,18.0,19.0,20.0,19.0,20.0,21.0,20.0,0.0
23401,Louisiana,Taxes on production and imports,711-712,"Performing arts, spectator sports, museums, and related activities",271.0,272.0,289.0,336.0,356.0,392.0,350.0,345.0,322.0,299.0,0.0
23402,Louisiana,Taxes on production and imports,713,"Amusements, gambling, and recreation industries",232.0,240.0,289.0,279.0,258.0,218.0,171.0,174.0,193.0,176.0,0.0
23404,Louisiana,Taxes on production and imports,721,Accommodation,267.0,261.0,260.0,295.0,315.0,457.0,520.0,532.0,514.0,559.0,0.0
23405,Louisiana,Taxes on production and imports,722,Food services and drinking places,478.0,449.0,476.0,518.0,495.0,505.0,526.0,481.0,485.0,465.0,0.0
23406,Louisiana,Taxes on production and imports,81,"Other services, except government",157.0,161.0,187.0,196.0,188.0,182.0,183.0,207.0,207.0,205.0,0.0
23407,Louisiana,Taxes on production and imports,92,Government,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
23408,Louisiana,Taxes on production and imports,...,Federal civilian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23409,Louisiana,Taxes on production and imports,...,Federal military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23410,Louisiana,Taxes on production and imports,...,State and local,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
23412,Louisiana,Taxes on production and imports,"42, 44-45",Trade,5231.0,5532.0,6521.0,6923.0,6501.0,5856.0,5911.0,6305.0,6331.0,6142.0,0.0
23413,Louisiana,Taxes on production and imports,...,Transportation and utilities,818.0,866.0,886.0,861.0,813.0,838.0,854.0,912.0,929.0,961.0,0.0
23419,Maine,Taxes on production and imports,111-112,Farms,15.0,16.0,17.0,20.0,21.0,19.0,19.0,22.0,22.0,23.0,0.0
23420,Maine,Taxes on production and imports,113-115,"Forestry, fishing, and related activities",15.0,18.0,20.0,19.0,19.0,17.0,20.0,22.0,21.0,21.0,0.0
23422,Maine,Taxes on production and imports,211,Oil and gas extraction,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23423,Maine,Taxes on production and imports,212,"Mining, except oil and gas",1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0
23424,Maine,Taxes on production and imports,213,Support activities for mining,,0.0,0.0,0.0,,,,,,,0.0
23425,Maine,Taxes on production and imports,22,Utilities,125.0,154.0,160.0,158.0,160.0,151.0,168.0,169.0,171.0,173.0,0.0
23426,Maine,Taxes on production and imports,23,Construction,33.0,36.0,36.0,33.0,32.0,32.0,33.0,35.0,34.0,35.0,0.0
23429,Maine,Taxes on production and imports,321,Wood products manufacturing,13.0,13.0,13.0,13.0,12.0,12.0,12.0,13.0,13.0,13.0,0.0
23430,Maine,Taxes on production and imports,327,Nonmetallic mineral products manufacturing,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0
23431,Maine,Taxes on production and imports,331,Primary metals manufacturing,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0
23432,Maine,Taxes on production and imports,332,Fabricated metal products,16.0,23.0,26.0,25.0,33.0,25.0,22.0,29.0,29.0,29.0,0.0
23433,Maine,Taxes on production and imports,333,Machinery manufacturing,9.0,9.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,0.0
23434,Maine,Taxes on production and imports,334,Computer and electronic products manufacturing,19.0,16.0,16.0,16.0,19.0,19.0,19.0,20.0,17.0,18.0,0.0
23435,Maine,Taxes on production and imports,335,"Electrical equipment, appliance, and components manufacturing",3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0
23436,Maine,Taxes on production and imports,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
23437,Maine,Taxes on production and imports,"3364-3366, 3369",Other transportation equipment manufacturing,28.0,29.0,28.0,28.0,29.0,30.0,32.0,32.0,33.0,33.0,0.0
23438,Maine,Taxes on production and imports,337,Furniture and related products manufacturing,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
23439,Maine,Taxes on production and imports,339,Miscellaneous manufacturing,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0
23441,Maine,Taxes on production and imports,311-312,Food and beverage and tobacco products manufacturing,77.0,77.0,77.0,108.0,88.0,96.0,101.0,110.0,189.0,96.0,0.0
23442,Maine,Taxes on production and imports,313-314,Textile mills and textile product mills,8.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0
23443,Maine,Taxes on production and imports,315-316,Apparel and leather and allied products manufacturing,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,0.0
23444,Maine,Taxes on production and imports,322,Paper products manufacturing,64.0,62.0,62.0,58.0,57.0,57.0,59.0,60.0,57.0,56.0,0.0
23445,Maine,Taxes on production and imports,323,Printing and related support activities,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0
23446,Maine,Taxes on production and imports,324,Petroleum and coal products manufacturing,6.0,6.0,6.0,5.0,7.0,7.0,11.0,11.0,9.0,8.0,0.0
23447,Maine,Taxes on production and imports,325,Chemical products manufacturing,11.0,12.0,14.0,14.0,29.0,34.0,44.0,47.0,48.0,51.0,0.0
23448,Maine,Taxes on production and imports,326,Plastics and rubber products manufacturing,7.0,7.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,0.0
23449,Maine,Taxes on production and imports,42,Wholesale trade,782.0,746.0,802.0,779.0,746.0,690.0,745.0,745.0,768.0,788.0,0.0
23450,Maine,Taxes on production and imports,44-45,Retail trade,750.0,808.0,891.0,830.0,852.0,784.0,819.0,837.0,844.0,863.0,0.0
23452,Maine,Taxes on production and imports,481,Air transportation,14.0,15.0,13.0,13.0,13.0,12.0,12.0,14.0,13.0,16.0,0.0
23453,Maine,Taxes on production and imports,482,Rail transportation,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,0.0
23454,Maine,Taxes on production and imports,483,Water transportation,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23455,Maine,Taxes on production and imports,484,Truck transportation,15.0,16.0,17.0,16.0,17.0,19.0,19.0,20.0,21.0,21.0,0.0
23456,Maine,Taxes on production and imports,485,Transit and ground passenger transportation,4.0,16.0,17.0,16.0,14.0,20.0,24.0,23.0,24.0,27.0,0.0
23457,Maine,Taxes on production and imports,486,Pipeline transportation,5.0,6.0,6.0,6.0,9.0,10.0,11.0,9.0,8.0,9.0,0.0
23458,Maine,Taxes on production and imports,"487-488, 492",Other transportation and support activities,6.0,5.0,5.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,0.0
23459,Maine,Taxes on production and imports,493,Warehousing and storage,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0
23461,Maine,Taxes on production and imports,511,"Publishing industries, except Internet (includes software)",3.0,4.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,6.0,0.0
23462,Maine,Taxes on production and imports,512,Motion picture and sound recording industries,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
23463,Maine,Taxes on production and imports,"515, 517",Broadcasting and telecommunications,77.0,52.0,44.0,33.0,30.0,29.0,30.0,31.0,30.0,28.0,0.0
23464,Maine,Taxes on production and imports,"518, 519","Data processing, internet publishing, and other information services",2.0,2.0,3.0,3.0,6.0,5.0,7.0,4.0,3.0,3.0,0.0
23467,Maine,Taxes on production and imports,521-522,"Federal Reserve banks, credit intermediation, and related services",69.0,69.0,69.0,64.0,66.0,70.0,72.0,79.0,82.0,83.0,0.0
23468,Maine,Taxes on production and imports,523,"Securities, commodity contracts, and investments",23.0,29.0,33.0,29.0,28.0,34.0,36.0,35.0,33.0,32.0,0.0
23470,Maine,Taxes on production and imports,525,"Funds, trusts, and other financial vehicles",1.0,2.0,2.0,1.0,1.0,5.0,5.0,,,3.0,0.0
23472,Maine,Taxes on production and imports,531,Real estate,1196.0,1242.0,1278.0,1185.0,1190.0,1229.0,1283.0,1294.0,1329.0,1316.0,0.0
23473,Maine,Taxes on production and imports,532-533,Rental and leasing services and lessors of intangible assets,59.0,68.0,76.0,70.0,63.0,61.0,61.0,64.0,70.0,70.0,0.0
23476,Maine,Taxes on production and imports,5411,Legal services,65.0,59.0,47.0,36.0,27.0,22.0,27.0,28.0,27.0,32.0,0.0
23477,Maine,Taxes on production and imports,5415,Computer systems design and related services,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0
23478,Maine,Taxes on production and imports,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",15.0,16.0,16.0,16.0,22.0,24.0,24.0,25.0,24.0,25.0,0.0
23479,Maine,Taxes on production and imports,55,Management of companies and enterprises,29.0,27.0,31.0,30.0,30.0,29.0,29.0,30.0,28.0,27.0,0.0
23481,Maine,Taxes on production and imports,561,Administrative and support services,8.0,9.0,10.0,10.0,10.0,11.0,12.0,13.0,13.0,13.0,0.0
23482,Maine,Taxes on production and imports,562,Waste management and remediation services,8.0,9.0,10.0,9.0,8.0,8.0,10.0,10.0,10.0,11.0,0.0
23484,Maine,Taxes on production and imports,61,Educational services,31.0,33.0,36.0,35.0,35.0,37.0,39.0,42.0,42.0,43.0,0.0
23486,Maine,Taxes on production and imports,621,Ambulatory health care services,39.0,42.0,45.0,43.0,36.0,38.0,38.0,38.0,38.0,38.0,0.0
23487,Maine,Taxes on production and imports,622-623,Hospitals and nursing and residential care facilities,107.0,122.0,130.0,124.0,117.0,122.0,127.0,136.0,141.0,145.0,0.0
23488,Maine,Taxes on production and imports,624,Social assistance,6.0,7.0,9.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0
23491,Maine,Taxes on production and imports,711-712,"Performing arts, spectator sports, museums, and related activities",4.0,5.0,8.0,12.0,14.0,17.0,18.0,18.0,18.0,19.0,0.0
23492,Maine,Taxes on production and imports,713,"Amusements, gambling, and recreation industries",20.0,31.0,34.0,41.0,35.0,39.0,43.0,44.0,43.0,43.0,0.0
23494,Maine,Taxes on production and imports,721,Accommodation,28.0,47.0,48.0,44.0,48.0,51.0,53.0,54.0,55.0,57.0,0.0
23495,Maine,Taxes on production and imports,722,Food services and drinking places,136.0,165.0,183.0,171.0,174.0,171.0,182.0,165.0,171.0,174.0,0.0
23496,Maine,Taxes on production and imports,81,"Other services, except government",49.0,55.0,56.0,52.0,54.0,54.0,57.0,60.0,59.0,61.0,0.0
23497,Maine,Taxes on production and imports,92,Government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23498,Maine,Taxes on production and imports,...,Federal civilian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23499,Maine,Taxes on production and imports,...,Federal military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23500,Maine,Taxes on production and imports,...,State and local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23502,Maine,Taxes on production and imports,"42, 44-45",Trade,1532.0,1555.0,1692.0,1609.0,1598.0,1473.0,1564.0,1583.0,1613.0,1651.0,0.0
23503,Maine,Taxes on production and imports,...,Transportation and utilities,176.0,220.0,227.0,225.0,231.0,229.0,251.0,253.0,254.0,265.0,0.0
23509,Maryland,Taxes on production and imports,111-112,Farms,33.0,35.0,37.0,44.0,45.0,41.0,41.0,47.0,49.0,50.0,0.0
23510,Maryland,Taxes on production and imports,113-115,"Forestry, fishing, and related activities",4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,0.0
23512,Maryland,Taxes on production and imports,211,Oil and gas extraction,1.0,,,,,,,,,,0.0
23513,Maryland,Taxes on production and imports,212,"Mining, except oil and gas",17.0,17.0,17.0,17.0,12.0,12.0,13.0,13.0,13.0,12.0,0.0
23514,Maryland,Taxes on production and imports,213,Support activities for mining,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,5.0,0.0
23515,Maryland,Taxes on production and imports,22,Utilities,978.0,977.0,1050.0,1156.0,1133.0,1109.0,1280.0,1423.0,1431.0,1397.0,0.0
23516,Maryland,Taxes on production and imports,23,Construction,185.0,173.0,191.0,199.0,180.0,212.0,216.0,213.0,193.0,192.0,0.0
23519,Maryland,Taxes on production and imports,321,Wood products manufacturing,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0
23520,Maryland,Taxes on production and imports,327,Nonmetallic mineral products manufacturing,11.0,10.0,11.0,12.0,11.0,12.0,13.0,13.0,12.0,12.0,0.0
23521,Maryland,Taxes on production and imports,331,Primary metals manufacturing,26.0,22.0,20.0,22.0,22.0,24.0,24.0,22.0,14.0,5.0,0.0
23522,Maryland,Taxes on production and imports,332,Fabricated metal products,20.0,21.0,22.0,28.0,30.0,38.0,35.0,25.0,26.0,31.0,0.0
23523,Maryland,Taxes on production and imports,333,Machinery manufacturing,27.0,21.0,21.0,23.0,19.0,20.0,22.0,21.0,20.0,20.0,0.0
23524,Maryland,Taxes on production and imports,334,Computer and electronic products manufacturing,91.0,87.0,84.0,99.0,115.0,130.0,151.0,143.0,135.0,140.0,0.0
23525,Maryland,Taxes on production and imports,335,"Electrical equipment, appliance, and components manufacturing",4.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,0.0
23526,Maryland,Taxes on production and imports,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",9.0,8.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,0.0
23527,Maryland,Taxes on production and imports,"3364-3366, 3369",Other transportation equipment manufacturing,13.0,13.0,13.0,16.0,16.0,19.0,23.0,22.0,20.0,19.0,0.0
23528,Maryland,Taxes on production and imports,337,Furniture and related products manufacturing,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0
23529,Maryland,Taxes on production and imports,339,Miscellaneous manufacturing,7.0,8.0,8.0,10.0,12.0,12.0,14.0,13.0,13.0,24.0,0.0
23531,Maryland,Taxes on production and imports,311-312,Food and beverage and tobacco products manufacturing,164.0,158.0,161.0,172.0,188.0,196.0,228.0,220.0,187.0,167.0,0.0
23532,Maryland,Taxes on production and imports,313-314,Textile mills and textile product mills,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,0.0
23533,Maryland,Taxes on production and imports,315-316,Apparel and leather and allied products manufacturing,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0
23534,Maryland,Taxes on production and imports,322,Paper products manufacturing,17.0,17.0,17.0,18.0,16.0,15.0,16.0,15.0,13.0,13.0,0.0
23535,Maryland,Taxes on production and imports,323,Printing and related support activities,20.0,19.0,21.0,22.0,18.0,18.0,19.0,17.0,16.0,15.0,0.0
23536,Maryland,Taxes on production and imports,324,Petroleum and coal products manufacturing,13.0,13.0,14.0,14.0,14.0,14.0,17.0,17.0,17.0,18.0,0.0
23537,Maryland,Taxes on production and imports,325,Chemical products manufacturing,66.0,69.0,79.0,121.0,158.0,171.0,217.0,300.0,274.0,285.0,0.0
23538,Maryland,Taxes on production and imports,326,Plastics and rubber products manufacturing,14.0,13.0,15.0,15.0,15.0,16.0,19.0,19.0,17.0,18.0,0.0
23539,Maryland,Taxes on production and imports,42,Wholesale trade,3165.0,3280.0,3327.0,3219.0,3397.0,3028.0,3217.0,3274.0,3377.0,3519.0,0.0
23540,Maryland,Taxes on production and imports,44-45,Retail trade,2096.0,2469.0,2520.0,2591.0,2613.0,2509.0,2884.0,3046.0,3312.0,3634.0,0.0
23542,Maryland,Taxes on production and imports,481,Air transportation,171.0,182.0,182.0,189.0,186.0,181.0,181.0,220.0,208.0,251.0,0.0
23543,Maryland,Taxes on production and imports,482,Rail transportation,8.0,8.0,8.0,9.0,10.0,13.0,15.0,18.0,19.0,20.0,0.0
23544,Maryland,Taxes on production and imports,483,Water transportation,9.0,8.0,8.0,9.0,6.0,7.0,15.0,14.0,13.0,14.0,0.0
23545,Maryland,Taxes on production and imports,484,Truck transportation,31.0,33.0,36.0,36.0,36.0,40.0,41.0,42.0,42.0,43.0,0.0
23546,Maryland,Taxes on production and imports,485,Transit and ground passenger transportation,15.0,16.0,17.0,19.0,14.0,20.0,24.0,22.0,20.0,20.0,0.0
23547,Maryland,Taxes on production and imports,486,Pipeline transportation,2.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,5.0,6.0,0.0
23548,Maryland,Taxes on production and imports,"487-488, 492",Other transportation and support activities,32.0,30.0,32.0,36.0,33.0,36.0,41.0,41.0,38.0,37.0,0.0
